familia_o_par,archivo_1,archivo_2,pilar,similitud_jaccard,estado_umbral,observacion
Par intra-pilar P14: JEV-P14-001 vs JEV-P14-003,JEV-P14-001,JEV-P14-003,P14,0.3070,APROBADO (<0.50),Shingles compartidos: 264 de 860 totales en ventana 5-gram.
Par intra-pilar P14: JEV-P14-001 vs JEV-P14-004,JEV-P14-001,JEV-P14-004,P14,0.3062,APROBADO (<0.50),Shingles compartidos: 267 de 872 totales en ventana 5-gram.
Par intra-pilar P14: JEV-P14-001 vs JEV-P14-005,JEV-P14-001,JEV-P14-005,P14,0.3165,APROBADO (<0.50),Shingles compartidos: 269 de 850 totales en ventana 5-gram.
Par intra-pilar P14: JEV-P14-001 vs JEV-P14-006,JEV-P14-001,JEV-P14-006,P14,0.3071,APROBADO (<0.50),Shingles compartidos: 261 de 850 totales en ventana 5-gram.
Par intra-pilar P14: JEV-P14-001 vs JEV-P14-007,JEV-P14-001,JEV-P14-007,P14,0.3080,APROBADO (<0.50),Shingles compartidos: 263 de 854 totales en ventana 5-gram.
Par intra-pilar P14: JEV-P14-001 vs JEV-P14-008,JEV-P14-001,JEV-P14-008,P14,0.3025,APROBADO (<0.50),Shingles compartidos: 262 de 866 totales en ventana 5-gram.
Par intra-pilar P14: JEV-P14-001 vs JEV-P14-009,JEV-P14-001,JEV-P14-009,P14,0.3064,APROBADO (<0.50),Shingles compartidos: 262 de 855 totales en ventana 5-gram.
Par intra-pilar P14: JEV-P14-001 vs JEV-P14-010,JEV-P14-001,JEV-P14-010,P14,0.3064,APROBADO (<0.50),Shingles compartidos: 262 de 855 totales en ventana 5-gram.
Par intra-pilar P14: JEV-P14-001 vs JEV-P14-011,JEV-P14-001,JEV-P14-011,P14,0.3015,APROBADO (<0.50),Shingles compartidos: 262 de 869 totales en ventana 5-gram.
Par intra-pilar P14: JEV-P14-001 vs JEV-P14-012,JEV-P14-001,JEV-P14-012,P14,0.3126,APROBADO (<0.50),Shingles compartidos: 266 de 851 totales en ventana 5-gram.
Par intra-pilar P14: JEV-P14-001 vs JEV-P14-013,JEV-P14-001,JEV-P14-013,P14,0.3056,APROBADO (<0.50),Shingles compartidos: 261 de 854 totales en ventana 5-gram.
Par intra-pilar P14: JEV-P14-001 vs JEV-P14-014,JEV-P14-001,JEV-P14-014,P14,0.3050,APROBADO (<0.50),Shingles compartidos: 262 de 859 totales en ventana 5-gram.
Par intra-pilar P14: JEV-P14-001 vs JEV-P14-015,JEV-P14-001,JEV-P14-015,P14,0.3175,APROBADO (<0.50),Shingles compartidos: 267 de 841 totales en ventana 5-gram.
Par intra-pilar P14: JEV-P14-001 vs JEV-P14-016,JEV-P14-001,JEV-P14-016,P14,0.3092,APROBADO (<0.50),Shingles compartidos: 261 de 844 totales en ventana 5-gram.
Par intra-pilar P14: JEV-P14-001 vs JEV-P14-017,JEV-P14-001,JEV-P14-017,P14,0.3154,APROBADO (<0.50),Shingles compartidos: 270 de 856 totales en ventana 5-gram.
Par intra-pilar P14: JEV-P14-001 vs JEV-P14-018,JEV-P14-001,JEV-P14-018,P14,0.3175,APROBADO (<0.50),Shingles compartidos: 268 de 844 totales en ventana 5-gram.
Par intra-pilar P14: JEV-P14-001 vs JEV-P14-019,JEV-P14-001,JEV-P14-019,P14,0.3097,APROBADO (<0.50),Shingles compartidos: 266 de 859 totales en ventana 5-gram.
Par intra-pilar P14: JEV-P14-001 vs JEV-P14-020,JEV-P14-001,JEV-P14-020,P14,0.3071,APROBADO (<0.50),Shingles compartidos: 265 de 863 totales en ventana 5-gram.
Par intra-pilar P14: JEV-P14-002 vs JEV-P14-003,JEV-P14-002,JEV-P14-003,P14,0.3132,APROBADO (<0.50),Shingles compartidos: 264 de 843 totales en ventana 5-gram.
Par intra-pilar P14: JEV-P14-002 vs JEV-P14-004,JEV-P14-002,JEV-P14-004,P14,0.3092,APROBADO (<0.50),Shingles compartidos: 265 de 857 totales en ventana 5-gram.
Par intra-pilar P14: JEV-P14-002 vs JEV-P14-005,JEV-P14-002,JEV-P14-005,P14,0.3135,APROBADO (<0.50),Shingles compartidos: 263 de 839 totales en ventana 5-gram.
Par intra-pilar P14: JEV-P14-002 vs JEV-P14-006,JEV-P14-002,JEV-P14-006,P14,0.3149,APROBADO (<0.50),Shingles compartidos: 262 de 832 totales en ventana 5-gram.
Par intra-pilar P14: JEV-P14-002 vs JEV-P14-007,JEV-P14-002,JEV-P14-007,P14,0.3126,APROBADO (<0.50),Shingles compartidos: 262 de 838 totales en ventana 5-gram.
Par intra-pilar P14: JEV-P14-002 vs JEV-P14-008,JEV-P14-002,JEV-P14-008,P14,0.3164,APROBADO (<0.50),Shingles compartidos: 267 de 844 totales en ventana 5-gram.
Par intra-pilar P14: JEV-P14-002 vs JEV-P14-009,JEV-P14-002,JEV-P14-009,P14,0.3111,APROBADO (<0.50),Shingles compartidos: 261 de 839 totales en ventana 5-gram.
Par intra-pilar P14: JEV-P14-002 vs JEV-P14-010,JEV-P14-002,JEV-P14-010,P14,0.3158,APROBADO (<0.50),Shingles compartidos: 264 de 836 totales en ventana 5-gram.
Par intra-pilar P14: JEV-P14-002 vs JEV-P14-011,JEV-P14-002,JEV-P14-011,P14,0.3075,APROBADO (<0.50),Shingles compartidos: 262 de 852 totales en ventana 5-gram.
Par intra-pilar P14: JEV-P14-002 vs JEV-P14-012,JEV-P14-002,JEV-P14-012,P14,0.3158,APROBADO (<0.50),Shingles compartidos: 264 de 836 totales en ventana 5-gram.
Par intra-pilar P14: JEV-P14-002 vs JEV-P14-013,JEV-P14-002,JEV-P14-013,P14,0.3134,APROBADO (<0.50),Shingles compartidos: 262 de 836 totales en ventana 5-gram.
Par intra-pilar P14: JEV-P14-002 vs JEV-P14-014,JEV-P14-002,JEV-P14-014,P14,0.3143,APROBADO (<0.50),Shingles compartidos: 264 de 840 totales en ventana 5-gram.
Par intra-pilar P14: JEV-P14-002 vs JEV-P14-015,JEV-P14-002,JEV-P14-015,P14,0.3192,APROBADO (<0.50),Shingles compartidos: 264 de 827 totales en ventana 5-gram.
Par intra-pilar P14: JEV-P14-002 vs JEV-P14-016,JEV-P14-002,JEV-P14-016,P14,0.3172,APROBADO (<0.50),Shingles compartidos: 262 de 826 totales en ventana 5-gram.
Par intra-pilar P14: JEV-P14-002 vs JEV-P14-017,JEV-P14-002,JEV-P14-017,P14,0.3109,APROBADO (<0.50),Shingles compartidos: 263 de 846 totales en ventana 5-gram.
Par intra-pilar P14: JEV-P14-002 vs JEV-P14-018,JEV-P14-002,JEV-P14-018,P14,0.3161,APROBADO (<0.50),Shingles compartidos: 263 de 832 totales en ventana 5-gram.
Par intra-pilar P14: JEV-P14-002 vs JEV-P14-019,JEV-P14-002,JEV-P14-019,P14,0.3112,APROBADO (<0.50),Shingles compartidos: 263 de 845 totales en ventana 5-gram.
Par intra-pilar P14: JEV-P14-002 vs JEV-P14-020,JEV-P14-002,JEV-P14-020,P14,0.3101,APROBADO (<0.50),Shingles compartidos: 263 de 848 totales en ventana 5-gram.
Par intra-pilar P14: JEV-P14-003 vs JEV-P14-004,JEV-P14-003,JEV-P14-004,P14,0.3025,APROBADO (<0.50),Shingles compartidos: 265 de 876 totales en ventana 5-gram.
Par intra-pilar P14: JEV-P14-003 vs JEV-P14-005,JEV-P14-003,JEV-P14-005,P14,0.3065,APROBADO (<0.50),Shingles compartidos: 263 de 858 totales en ventana 5-gram.
Par intra-pilar P14: JEV-P14-003 vs JEV-P14-006,JEV-P14-003,JEV-P14-006,P14,0.3110,APROBADO (<0.50),Shingles compartidos: 264 de 849 totales en ventana 5-gram.
Par intra-pilar P14: JEV-P14-003 vs JEV-P14-007,JEV-P14-003,JEV-P14-007,P14,0.3103,APROBADO (<0.50),Shingles compartidos: 265 de 854 totales en ventana 5-gram.
Par intra-pilar P14: JEV-P14-003 vs JEV-P14-008,JEV-P14-003,JEV-P14-008,P14,0.3094,APROBADO (<0.50),Shingles compartidos: 267 de 863 totales en ventana 5-gram.
Par intra-pilar P14: JEV-P14-003 vs JEV-P14-009,JEV-P14-003,JEV-P14-009,P14,0.3103,APROBADO (<0.50),Shingles compartidos: 265 de 854 totales en ventana 5-gram.
Par intra-pilar P14: JEV-P14-003 vs JEV-P14-010,JEV-P14-003,JEV-P14-010,P14,0.3103,APROBADO (<0.50),Shingles compartidos: 265 de 854 totales en ventana 5-gram.
Par intra-pilar P14: JEV-P14-003 vs JEV-P14-011,JEV-P14-003,JEV-P14-011,P14,0.3023,APROBADO (<0.50),Shingles compartidos: 263 de 870 totales en ventana 5-gram.
Par intra-pilar P14: JEV-P14-003 vs JEV-P14-012,JEV-P14-003,JEV-P14-012,P14,0.3088,APROBADO (<0.50),Shingles compartidos: 264 de 855 totales en ventana 5-gram.
Par intra-pilar P14: JEV-P14-003 vs JEV-P14-013,JEV-P14-003,JEV-P14-013,P14,0.3095,APROBADO (<0.50),Shingles compartidos: 264 de 853 totales en ventana 5-gram.
Par intra-pilar P14: JEV-P14-003 vs JEV-P14-014,JEV-P14-003,JEV-P14-014,P14,0.3073,APROBADO (<0.50),Shingles compartidos: 264 de 859 totales en ventana 5-gram.
Par intra-pilar P14: JEV-P14-003 vs JEV-P14-015,JEV-P14-003,JEV-P14-015,P14,0.3121,APROBADO (<0.50),Shingles compartidos: 264 de 846 totales en ventana 5-gram.
Par intra-pilar P14: JEV-P14-003 vs JEV-P14-016,JEV-P14-003,JEV-P14-016,P14,0.3132,APROBADO (<0.50),Shingles compartidos: 264 de 843 totales en ventana 5-gram.
Par intra-pilar P14: JEV-P14-003 vs JEV-P14-017,JEV-P14-003,JEV-P14-017,P14,0.3040,APROBADO (<0.50),Shingles compartidos: 263 de 865 totales en ventana 5-gram.
Par intra-pilar P14: JEV-P14-003 vs JEV-P14-018,JEV-P14-003,JEV-P14-018,P14,0.3106,APROBADO (<0.50),Shingles compartidos: 264 de 850 totales en ventana 5-gram.
Par intra-pilar P14: JEV-P14-003 vs JEV-P14-019,JEV-P14-003,JEV-P14-019,P14,0.3120,APROBADO (<0.50),Shingles compartidos: 268 de 859 totales en ventana 5-gram.
Par intra-pilar P14: JEV-P14-003 vs JEV-P14-020,JEV-P14-003,JEV-P14-020,P14,0.3048,APROBADO (<0.50),Shingles compartidos: 264 de 866 totales en ventana 5-gram.
Par intra-pilar P14: JEV-P14-004 vs JEV-P14-005,JEV-P14-004,JEV-P14-005,P14,0.2998,APROBADO (<0.50),Shingles compartidos: 262 de 874 totales en ventana 5-gram.
Par intra-pilar P14: JEV-P14-004 vs JEV-P14-006,JEV-P14-004,JEV-P14-006,P14,0.3040,APROBADO (<0.50),Shingles compartidos: 263 de 865 totales en ventana 5-gram.
Par intra-pilar P14: JEV-P14-004 vs JEV-P14-007,JEV-P14-004,JEV-P14-007,P14,0.3034,APROBADO (<0.50),Shingles compartidos: 264 de 870 totales en ventana 5-gram.
Par intra-pilar P14: JEV-P14-004 vs JEV-P14-008,JEV-P14-004,JEV-P14-008,P14,0.3041,APROBADO (<0.50),Shingles compartidos: 267 de 878 totales en ventana 5-gram.
Par intra-pilar P14: JEV-P14-004 vs JEV-P14-009,JEV-P14-004,JEV-P14-009,P14,0.3034,APROBADO (<0.50),Shingles compartidos: 264 de 870 totales en ventana 5-gram.
Par intra-pilar P14: JEV-P14-004 vs JEV-P14-010,JEV-P14-004,JEV-P14-010,P14,0.3065,APROBADO (<0.50),Shingles compartidos: 266 de 868 totales en ventana 5-gram.
Par intra-pilar P14: JEV-P14-004 vs JEV-P14-011,JEV-P14-004,JEV-P14-011,P14,0.2972,APROBADO (<0.50),Shingles compartidos: 263 de 885 totales en ventana 5-gram.
Par intra-pilar P14: JEV-P14-004 vs JEV-P14-012,JEV-P14-004,JEV-P14-012,P14,0.3065,APROBADO (<0.50),Shingles compartidos: 266 de 868 totales en ventana 5-gram.
Par intra-pilar P14: JEV-P14-004 vs JEV-P14-013,JEV-P14-004,JEV-P14-013,P14,0.3026,APROBADO (<0.50),Shingles compartidos: 263 de 869 totales en ventana 5-gram.
Par intra-pilar P14: JEV-P14-004 vs JEV-P14-014,JEV-P14-004,JEV-P14-014,P14,0.3080,APROBADO (<0.50),Shingles compartidos: 268 de 870 totales en ventana 5-gram.
Par intra-pilar P14: JEV-P14-004 vs JEV-P14-015,JEV-P14-004,JEV-P14-015,P14,0.3036,APROBADO (<0.50),Shingles compartidos: 262 de 863 totales en ventana 5-gram.
Par intra-pilar P14: JEV-P14-004 vs JEV-P14-016,JEV-P14-004,JEV-P14-016,P14,0.3062,APROBADO (<0.50),Shingles compartidos: 263 de 859 totales en ventana 5-gram.
Par intra-pilar P14: JEV-P14-004 vs JEV-P14-017,JEV-P14-004,JEV-P14-017,P14,0.2974,APROBADO (<0.50),Shingles compartidos: 262 de 881 totales en ventana 5-gram.
Par intra-pilar P14: JEV-P14-004 vs JEV-P14-018,JEV-P14-004,JEV-P14-018,P14,0.3052,APROBADO (<0.50),Shingles compartidos: 264 de 865 totales en ventana 5-gram.
Par intra-pilar P14: JEV-P14-004 vs JEV-P14-019,JEV-P14-004,JEV-P14-019,P14,0.3007,APROBADO (<0.50),Shingles compartidos: 264 de 878 totales en ventana 5-gram.
Par intra-pilar P14: JEV-P14-004 vs JEV-P14-020,JEV-P14-004,JEV-P14-020,P14,0.2982,APROBADO (<0.50),Shingles compartidos: 263 de 882 totales en ventana 5-gram.
Par intra-pilar P14: JEV-P14-005 vs JEV-P14-006,JEV-P14-005,JEV-P14-006,P14,0.3097,APROBADO (<0.50),Shingles compartidos: 262 de 846 totales en ventana 5-gram.
Par intra-pilar P14: JEV-P14-005 vs JEV-P14-007,JEV-P14-005,JEV-P14-007,P14,0.3075,APROBADO (<0.50),Shingles compartidos: 262 de 852 totales en ventana 5-gram.
Par intra-pilar P14: JEV-P14-005 vs JEV-P14-008,JEV-P14-005,JEV-P14-008,P14,0.3066,APROBADO (<0.50),Shingles compartidos: 264 de 861 totales en ventana 5-gram.
Par intra-pilar P14: JEV-P14-005 vs JEV-P14-009,JEV-P14-005,JEV-P14-009,P14,0.3090,APROBADO (<0.50),Shingles compartidos: 263 de 851 totales en ventana 5-gram.
Par intra-pilar P14: JEV-P14-005 vs JEV-P14-010,JEV-P14-005,JEV-P14-010,P14,0.3075,APROBADO (<0.50),Shingles compartidos: 262 de 852 totales en ventana 5-gram.
Par intra-pilar P14: JEV-P14-005 vs JEV-P14-011,JEV-P14-005,JEV-P14-011,P14,0.3010,APROBADO (<0.50),Shingles compartidos: 261 de 867 totales en ventana 5-gram.
Par intra-pilar P14: JEV-P14-005 vs JEV-P14-012,JEV-P14-005,JEV-P14-012,P14,0.3090,APROBADO (<0.50),Shingles compartidos: 263 de 851 totales en ventana 5-gram.
Par intra-pilar P14: JEV-P14-005 vs JEV-P14-013,JEV-P14-005,JEV-P14-013,P14,0.3082,APROBADO (<0.50),Shingles compartidos: 262 de 850 totales en ventana 5-gram.
Par intra-pilar P14: JEV-P14-005 vs JEV-P14-014,JEV-P14-005,JEV-P14-014,P14,0.3076,APROBADO (<0.50),Shingles compartidos: 263 de 855 totales en ventana 5-gram.
Par intra-pilar P14: JEV-P14-005 vs JEV-P14-015,JEV-P14-005,JEV-P14-015,P14,0.3186,APROBADO (<0.50),Shingles compartidos: 267 de 838 totales en ventana 5-gram.
Par intra-pilar P14: JEV-P14-005 vs JEV-P14-016,JEV-P14-005,JEV-P14-016,P14,0.3119,APROBADO (<0.50),Shingles compartidos: 262 de 840 totales en ventana 5-gram.
Par intra-pilar P14: JEV-P14-005 vs JEV-P14-017,JEV-P14-005,JEV-P14-017,P14,0.3181,APROBADO (<0.50),Shingles compartidos: 271 de 852 totales en ventana 5-gram.
Par intra-pilar P14: JEV-P14-005 vs JEV-P14-018,JEV-P14-005,JEV-P14-018,P14,0.3202,APROBADO (<0.50),Shingles compartidos: 269 de 840 totales en ventana 5-gram.
Par intra-pilar P14: JEV-P14-005 vs JEV-P14-019,JEV-P14-005,JEV-P14-019,P14,0.3092,APROBADO (<0.50),Shingles compartidos: 265 de 857 totales en ventana 5-gram.
Par intra-pilar P14: JEV-P14-005 vs JEV-P14-020,JEV-P14-005,JEV-P14-020,P14,0.3081,APROBADO (<0.50),Shingles compartidos: 265 de 860 totales en ventana 5-gram.
Par intra-pilar P14: JEV-P14-006 vs JEV-P14-007,JEV-P14-006,JEV-P14-007,P14,0.3151,APROBADO (<0.50),Shingles compartidos: 265 de 841 totales en ventana 5-gram.
Par intra-pilar P14: JEV-P14-006 vs JEV-P14-008,JEV-P14-006,JEV-P14-008,P14,0.3110,APROBADO (<0.50),Shingles compartidos: 265 de 852 totales en ventana 5-gram.
Par intra-pilar P14: JEV-P14-006 vs JEV-P14-009,JEV-P14-006,JEV-P14-009,P14,0.3167,APROBADO (<0.50),Shingles compartidos: 266 de 840 totales en ventana 5-gram.
Par intra-pilar P14: JEV-P14-006 vs JEV-P14-010,JEV-P14-006,JEV-P14-010,P14,0.3151,APROBADO (<0.50),Shingles compartidos: 265 de 841 totales en ventana 5-gram.
Par intra-pilar P14: JEV-P14-006 vs JEV-P14-011,JEV-P14-006,JEV-P14-011,P14,0.3115,APROBADO (<0.50),Shingles compartidos: 266 de 854 totales en ventana 5-gram.
Par intra-pilar P14: JEV-P14-006 vs JEV-P14-012,JEV-P14-006,JEV-P14-012,P14,0.3135,APROBADO (<0.50),Shingles compartidos: 264 de 842 totales en ventana 5-gram.
Par intra-pilar P14: JEV-P14-006 vs JEV-P14-013,JEV-P14-006,JEV-P14-013,P14,0.3159,APROBADO (<0.50),Shingles compartidos: 265 de 839 totales en ventana 5-gram.
Par intra-pilar P14: JEV-P14-006 vs JEV-P14-014,JEV-P14-006,JEV-P14-014,P14,0.3121,APROBADO (<0.50),Shingles compartidos: 264 de 846 totales en ventana 5-gram.
Par intra-pilar P14: JEV-P14-006 vs JEV-P14-015,JEV-P14-006,JEV-P14-015,P14,0.3138,APROBADO (<0.50),Shingles compartidos: 262 de 835 totales en ventana 5-gram.
Par intra-pilar P14: JEV-P14-006 vs JEV-P14-016,JEV-P14-006,JEV-P14-016,P14,0.3277,APROBADO (<0.50),Shingles compartidos: 270 de 824 totales en ventana 5-gram.
Par intra-pilar P14: JEV-P14-006 vs JEV-P14-017,JEV-P14-006,JEV-P14-017,P14,0.3072,APROBADO (<0.50),Shingles compartidos: 262 de 853 totales en ventana 5-gram.
Par intra-pilar P14: JEV-P14-006 vs JEV-P14-018,JEV-P14-006,JEV-P14-018,P14,0.3123,APROBADO (<0.50),Shingles compartidos: 262 de 839 totales en ventana 5-gram.
Par intra-pilar P14: JEV-P14-006 vs JEV-P14-019,JEV-P14-006,JEV-P14-019,P14,0.3106,APROBADO (<0.50),Shingles compartidos: 264 de 850 totales en ventana 5-gram.
Par intra-pilar P14: JEV-P14-006 vs JEV-P14-020,JEV-P14-006,JEV-P14-020,P14,0.3095,APROBADO (<0.50),Shingles compartidos: 264 de 853 totales en ventana 5-gram.
Par intra-pilar P14: JEV-P14-007 vs JEV-P14-008,JEV-P14-007,JEV-P14-008,P14,0.3135,APROBADO (<0.50),Shingles compartidos: 268 de 855 totales en ventana 5-gram.
Par intra-pilar P14: JEV-P14-007 vs JEV-P14-009,JEV-P14-007,JEV-P14-009,P14,0.3144,APROBADO (<0.50),Shingles compartidos: 266 de 846 totales en ventana 5-gram.
Par intra-pilar P14: JEV-P14-007 vs JEV-P14-010,JEV-P14-007,JEV-P14-010,P14,0.3175,APROBADO (<0.50),Shingles compartidos: 268 de 844 totales en ventana 5-gram.
Par intra-pilar P14: JEV-P14-007 vs JEV-P14-011,JEV-P14-007,JEV-P14-011,P14,0.3063,APROBADO (<0.50),Shingles compartidos: 264 de 862 totales en ventana 5-gram.
Par intra-pilar P14: JEV-P14-007 vs JEV-P14-012,JEV-P14-007,JEV-P14-012,P14,0.3129,APROBADO (<0.50),Shingles compartidos: 265 de 847 totales en ventana 5-gram.
Par intra-pilar P14: JEV-P14-007 vs JEV-P14-013,JEV-P14-007,JEV-P14-013,P14,0.3136,APROBADO (<0.50),Shingles compartidos: 265 de 845 totales en ventana 5-gram.
Par intra-pilar P14: JEV-P14-007 vs JEV-P14-014,JEV-P14-007,JEV-P14-014,P14,0.3114,APROBADO (<0.50),Shingles compartidos: 265 de 851 totales en ventana 5-gram.
Par intra-pilar P14: JEV-P14-007 vs JEV-P14-015,JEV-P14-007,JEV-P14-015,P14,0.3131,APROBADO (<0.50),Shingles compartidos: 263 de 840 totales en ventana 5-gram.
Par intra-pilar P14: JEV-P14-007 vs JEV-P14-016,JEV-P14-007,JEV-P14-016,P14,0.3205,APROBADO (<0.50),Shingles compartidos: 267 de 833 totales en ventana 5-gram.
Par intra-pilar P14: JEV-P14-007 vs JEV-P14-017,JEV-P14-007,JEV-P14-017,P14,0.3050,APROBADO (<0.50),Shingles compartidos: 262 de 859 totales en ventana 5-gram.
Par intra-pilar P14: JEV-P14-007 vs JEV-P14-018,JEV-P14-007,JEV-P14-018,P14,0.3116,APROBADO (<0.50),Shingles compartidos: 263 de 844 totales en ventana 5-gram.
Par intra-pilar P14: JEV-P14-007 vs JEV-P14-019,JEV-P14-007,JEV-P14-019,P14,0.3099,APROBADO (<0.50),Shingles compartidos: 265 de 855 totales en ventana 5-gram.
Par intra-pilar P14: JEV-P14-007 vs JEV-P14-020,JEV-P14-007,JEV-P14-020,P14,0.3058,APROBADO (<0.50),Shingles compartidos: 263 de 860 totales en ventana 5-gram.
Par intra-pilar P14: JEV-P14-008 vs JEV-P14-009,JEV-P14-008,JEV-P14-009,P14,0.3073,APROBADO (<0.50),Shingles compartidos: 264 de 859 totales en ventana 5-gram.
Par intra-pilar P14: JEV-P14-008 vs JEV-P14-010,JEV-P14-008,JEV-P14-010,P14,0.3135,APROBADO (<0.50),Shingles compartidos: 268 de 855 totales en ventana 5-gram.
